Date,Unnamed: 0,open,high,low,close,volume,marketCap,timestamp,crypto_name
2013-05-05 23:59:59.999,0,112.9000015259,118.8000030518,107.1429977417,115.9100036621,0.0,1288693175.5,2013-05-05T23:59:59.999Z,Bitcoin
2013-05-06 23:59:59.999,2,115.9800033569,124.6630020142,106.6399993896,112.3000030518,0.0,1249023060.0,2013-05-06T23:59:59.999Z,Bitcoin
2013-05-07 23:59:59.999,4,112.25,113.4440002441,97.6999969482,111.5,0.0,1240593600.0,2013-05-07T23:59:59.999Z,Bitcoin
2013-05-08 23:59:59.999,6,3.2836201191,3.4911201,3.2836201191,3.4092400074,0.0,59508216.0152,2013-05-08T23:59:59.999Z,Litecoin
2013-05-09 23:59:59.999,8,3.3993999958,3.4416899681,3.294850111,3.4161500931,0.0,59755569.092,2013-05-09T23:59:59.999Z,Litecoin
2013-05-10 23:59:59.999,10,112.7990036011,122.0,111.5510025024,117.1999969482,0.0,1305479080.0,2013-05-10T23:59:59.999Z,Bitcoin
2013-05-11 23:59:59.999,12,117.6999969482,118.6790008545,113.0100021362,115.2429962158,0.0,1284207489.42,2013-05-11T23:59:59.999Z,Bitcoin
2013-05-12 23:59:59.999,14,3.3628098965,3.4222400188,3.2158699036,3.2694499493,0.0,57513319.9785,2013-05-12T23:59:59.999Z,Litecoin
2013-05-13 23:59:59.999,16,3.260890007,3.3734300137,3.1989500523,3.2798399925,0.0,57790879.1952,2013-05-13T23:59:59.999Z,Litecoin
2013-05-14 23:59:59.999,18,117.9800033569,119.8000030518,110.25,111.5,0.0,1243874487.5,2013-05-14T23:59:59.999Z,Bitcoin
2013-05-15 23:59:59.999,20,111.4000015259,115.8099975586,103.5,114.2200012207,0.0,1274623812.5,2013-05-15T23:59:59.999Z,Bitcoin
2013-05-16 23:59:59.999,22,114.2200012207,118.7600021362,112.1999969482,118.7600021362,0.0,1325726787.0,2013-05-16T23:59:59.999Z,Bitcoin
2013-05-17 23:59:59.999,24,118.2099990845,125.3000030518,116.5709991455,123.0149993896,0.0,1373723881.88,2013-05-17T23:59:59.999Z,Bitcoin
2013-05-18 23:59:59.999,26,3.1986498833,3.3637499809,3.1308801174,3.2949299812,0.0,58518793.7122,2013-05-18T23:59:59.999Z,Litecoin
2013-05-19 23:59:59.999,28,3.3020501137,3.412309885,3.1878800392,3.3034899235,0.0,58760676.4145,2013-05-19T23:59:59.999Z,Litecoin
2013-05-20 23:59:59.999,30,122.5,123.6210021973,120.1200027466,122.0,0.0,1363709900.0,2013-05-20T23:59:59.999Z,Bitcoin
2013-05-21 23:59:59.999,32,3.1932599545,3.2159700394,3.0409100056,3.0867500305,0.0,55073034.1595,2013-05-21T23:59:59.999Z,Litecoin
2013-05-22 23:59:59.999,34,3.0919098854,3.1352899075,3.0311899185,3.120759964,0.0,55766901.417,2013-05-22T23:59:59.999Z,Litecoin
2013-05-23 23:59:59.999,36,123.8000030518,126.9339981079,123.0999984741,126.6999969482,0.0,1417769832.5,2013-05-23T23:59:59.999Z,Bitcoin
2013-05-24 23:59:59.999,38,3.1701300144,3.1854999065,3.0365800858,3.1794800758,0.0,57017468.5839,2013-05-24T23:59:59.999Z,Litecoin
2013-05-25 23:59:59.999,40,3.1877501011,3.1954500675,3.05479002,3.1186900139,0.0,56026342.7178,2013-05-25T23:59:59.999Z,Litecoin
2013-05-26 23:59:59.999,42,131.9859924316,136.0,130.6150054932,133.4799957275,0.0,1495293015.0,2013-05-26T23:59:59.999Z,Bitcoin
2013-05-27 23:59:59.999,44,133.5,135.4649963379,124.6999969482,129.7449951172,0.0,1454029509.62,2013-05-27T23:59:59.999Z,Bitcoin
2013-05-28 23:59:59.999,46,129.7700042725,130.5800018311,125.5999984741,129.0,0.0,1446189975.0,2013-05-28T23:59:59.999Z,Bitcoin
2013-05-29 23:59:59.999,48,129.0,132.5899963379,127.6620025635,132.3000030518,0.0,1483734577.5,2013-05-29T23:59:59.999Z,Bitcoin
2013-05-30 23:59:59.999,50,3.0774600506,3.0927801132,2.8841700554,2.9713900089,0.0,53812627.6331,2013-05-30T23:59:59.999Z,Litecoin
2013-05-31 23:59:59.999,52,128.7989959717,129.8999938965,126.4000015259,129.0,0.0,1447870200.0,2013-05-31T23:59:59.999Z,Bitcoin
2013-06-01 23:59:59.999,54,2.9421401024,2.9745600224,2.8027000427,2.826499939,0.0,51354548.481,2013-06-01T23:59:59.999Z,Litecoin
2013-06-02 23:59:59.999,56,129.3000030518,129.3999938965,115.0500030518,122.2919998169,0.0,1373837499.9,2013-06-02T23:59:59.999Z,Bitcoin
2013-06-03 23:59:59.999,58,2.7305300236,2.7546100616,2.6134600639,2.7255599499,0.0,49674159.5702,2013-06-03T23:59:59.999Z,Litecoin
2013-06-04 23:59:59.999,60,2.7033100128,2.8956899643,2.7033100128,2.8667299747,0.0,52324427.4459,2013-06-04T23:59:59.999Z,Litecoin
2013-06-05 23:59:59.999,62,2.867470026,2.9854099751,2.8113400936,2.8624300957,0.0,52331672.3172,2013-06-05T23:59:59.999Z,Litecoin
2013-06-06 23:59:59.999,64,121.9000015259,123.0999984741,117.25,118.0,0.0,1327960200.0,2013-06-06T23:59:59.999Z,Bitcoin
2013-06-07 23:59:59.999,66,118.9700012207,119.0,106.4199981689,111.5,0.0,1255258637.5,2013-06-07T23:59:59.999Z,Bitcoin
2013-06-08 23:59:59.999,68,111.0,111.4150009155,107.3000030518,108.3000030518,0.0,1219717920.0,2013-06-08T23:59:59.999Z,Bitcoin
2013-06-09 23:59:59.999,70,2.5527300835,2.5878798962,2.0726699829,2.382999897,0.0,43858290.482,2013-06-09T23:59:59.999Z,Litecoin
2013-06-10 23:59:59.999,72,2.3843801022,2.5802900791,2.2612400055,2.4875299931,0.0,45853396.6991,2013-06-10T23:59:59.999Z,Litecoin
2013-06-11 23:59:59.999,74,2.4928400517,2.4988698959,2.1810200214,2.3979799747,0.0,44270317.3619,2013-06-11T23:59:59.999Z,Litecoin
2013-06-12 23:59:59.999,76,2.4121699333,2.4542200565,2.3080101013,2.3847100735,0.0,44101286.2173,2013-06-12T23:59:59.999Z,Litecoin
2013-06-13 23:59:59.999,78,2.3985099792,2.4862799644,2.2276799679,2.2703199387,0.0,42056097.8573,2013-06-13T23:59:59.999Z,Litecoin
2013-06-14 23:59:59.999,80,2.2692101002,2.2887399197,2.0899999142,2.1345500946,0.0,39610212.5232,2013-06-14T23:59:59.999Z,Litecoin
2013-06-15 23:59:59.999,82,2.138999939,2.2084701061,2.0486900806,2.1057500839,0.0,39124632.848,2013-06-15T23:59:59.999Z,Litecoin
2013-06-16 23:59:59.999,84,2.0858199596,2.1502199173,2.017070055,2.1295099258,0.0,39617093.1315,2013-06-16T23:59:59.999Z,Litecoin
2013-06-17 23:59:59.999,86,2.1388599873,2.2889900208,2.0923700333,2.2780799866,0.0,42440639.5123,2013-06-17T23:59:59.999Z,Litecoin
2013-06-18 23:59:59.999,88,2.2816400528,2.3739800453,2.1879301071,2.3101699352,0.0,43109745.0852,2013-06-18T23:59:59.999Z,Litecoin
2013-06-19 23:59:59.999,90,2.30479002,2.3388299942,2.251830101,2.30031991,0.0,43008862.2093,2013-06-19T23:59:59.999Z,Litecoin
2013-06-20 23:59:59.999,92,108.2509994507,114.3000030518,107.5,110.1500015259,0.0,1246104920.0,2013-06-20T23:59:59.999Z,Bitcoin
2013-06-21 23:59:59.999,94,2.3259599209,2.8667099476,2.2656800747,2.8667099476,0.0,53781211.0928,2013-06-21T23:59:59.999Z,Litecoin
2013-06-22 23:59:59.999,96,2.8634300232,3.5843200684,2.6644699574,2.9240999222,0.0,54938148.7014,2013-06-22T23:59:59.999Z,Litecoin
2013-06-23 23:59:59.999,98,2.8975999355,3.3371999264,2.895430088,3.1171700954,0.0,58663905.0007,2013-06-23T23:59:59.999Z,Litecoin
2013-06-24 23:59:59.999,100,3.1345000267,3.1482000351,2.7050800323,2.8745799065,0.0,54188144.1623,2013-06-24T23:59:59.999Z,Litecoin
2013-06-25 23:59:59.999,102,102.0899963379,106.4700012207,101.0100021362,103.9499969482,0.0,1178086140.0,2013-06-25T23:59:59.999Z,Bitcoin
2013-06-26 23:59:59.999,104,2.8064200878,2.9468998909,2.7548298836,2.8599998951,0.0,54085900.44,2013-06-26T23:59:59.999Z,Litecoin
2013-06-27 23:59:59.999,106,2.8808000088,3.0318300724,2.8391399384,3.0197799206,0.0,57201137.8061,2013-06-27T23:59:59.999Z,Litecoin
2013-06-28 23:59:59.999,108,101.7369995117,101.7369995117,92.3330001831,94.6492004395,0.0,1073887456.97,2013-06-28T23:59:59.999Z,Bitcoin
